rate,location,rest_type,cuisines
3.8,Nagawara,Quick Bites,"Rajasthani, North Indian"
3.9,Kalyan Nagar,Dessert Parlor,"Desserts, Beverages"
4.8,Kalyan Nagar,Dessert Parlor,Desserts
4.0,Kalyan Nagar,Quick Bites,"Salad, Fast Food"
4.0,HBR Layout,Casual Dining,"North Indian, Chinese, South Indian, Street Food"
3.1,HBR Layout,Quick Bites,"Mangalorean, Seafood"
3.6,Banaswadi,Casual Dining,"Mughlai, North Indian, Chinese"
3.2,Banaswadi,Casual Dining,Kerala
3.3,Nagawara,Mess,"Biryani, Kebab"
3.6,Kalyan Nagar,Quick Bites,Biryani
2.9,Nagawara,Quick Bites,"North Indian, Chinese"
3.0,Hennur,Casual Dining,"North Eastern, Street Food"
4.1,Kalyan Nagar,Quick Bites,South Indian
3.7,Nagawara,Quick Bites,"North Indian, Gujarati, Street Food"
4.0,Nagawara,Quick Bites,"North Indian, Biryani, Chinese, Street Food"
3.7,Kalyan Nagar,Quick Bites,"North Indian, Chinese"
3.5,Nagawara,Quick Bites,"Burger, Fast Food, Beverages"
3.9,Kalyan Nagar,Quick Bites,"Chinese, North Indian, South Indian"
4.2,Kalyan Nagar,Dessert Parlor,"Desserts, Beverages"
3.9,Nagawara,Quick Bites,"Kerala, North Indian"
4.1,Kammanahalli,"Takeaway, Delivery","North Indian, Mughlai, Fast Food"
3.9,Kalyan Nagar,Delivery,Pizza
3.9,Kammanahalli,Delivery,Biryani
2.6,Nagawara,Quick Bites,"North Indian, Chinese"
2.9,Nagawara,Mess,"Chinese, Kerala, North Indian"
3.6,Nagawara,Quick Bites,Seafood
3.6,Nagawara,Casual Dining,"Biryani, North Indian, Chinese"
0.0,Nagawara,Quick Bites,"Biryani, Andhra"
3.0,Nagawara,Dhaba,"North Indian, Chinese, Seafood"
2.7,Kammanahalli,Casual Dining,"North Indian, South Indian, Chinese, Beverages"
3.6,Kalyan Nagar,Casual Dining,Maharashtrian
3.4,Kalyan Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food"
3.8,Kalyan Nagar,"Bakery, Dessert Parlor","Bakery, Desserts"
0.0,Nagawara,Quick Bites,"Andhra, Biryani"
3.8,Banaswadi,Quick Bites,"North Indian, Chinese"
3.4,Banaswadi,Casual Dining,"Chinese, North Indian, Hyderabadi, Biryani"
3.8,Nagawara,Kiosk,"Fast Food, Rolls"
4.0,Nagawara,"Quick Bites, Dessert Parlor","Burger, Desserts, Fast Food"
3.7,Hennur,Delivery,"Sandwich, Beverages"
3.6,Kalyan Nagar,Quick Bites,"North Indian, Chinese"
3.8,Kalyan Nagar,Casual Dining,"Healthy Food, Continental, North Indian"
3.4,Nagawara,Quick Bites,"North Indian, Chinese, Rolls"
3.7,Banaswadi,Quick Bites,"South Indian, North Indian"
3.8,Nagawara,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food"
3.6,Hennur,Delivery,"Continental, North Indian, Desserts, Beverages"
0.0,Kalyan Nagar,Quick Bites,"Rolls, Fast Food"
3.1,Banaswadi,Beverage Shop,"Beverages, Fast Food, Italian"
3.6,Nagawara,Quick Bites,"Chinese, Oriya, North Indian, Bengali"
3.5,Banaswadi,Casual Dining,"North Indian, Mughlai"
3.9,Kammanahalli,Casual Dining,Chinese
3.4,Kalyan Nagar,"Takeaway, Delivery",Burger
3.7,Rammurthy Nagar,Dessert Parlor,"Desserts, Bakery"
3.7,Kalyan Nagar,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream"
3.2,Hennur,Delivery,North Indian
3.9,Kalyan Nagar,Delivery,"Bakery, Desserts"
0.0,HBR Layout,Quick Bites,Pizza
3.2,Hennur,Quick Bites,"South Indian, Kerala"
3.4,Nagawara,Quick Bites,"South Indian, Mangalorean, Kerala"
2.9,Hennur,"Takeaway, Delivery","Biryani, Kebab"
2.7,Nagawara,Food Court,Chinese
3.3,Hennur,Delivery,"Healthy Food, Beverages"
4.1,Kalyan Nagar,Delivery,"Mexican, Italian"
4.0,Nagawara,Casual Dining,"Continental, Italian, Burger, American"
3.8,Kammanahalli,Quick Bites,"North Indian, Biryani, Fast Food"
3.2,Nagawara,Quick Bites,"North Indian, South Indian, Biryani"
3.9,Kammanahalli,Quick Bites,Fast Food
3.7,Nagawara,"Takeaway, Delivery","Arabian, Chinese, Fast Food, Beverages"
2.7,Nagawara,Quick Bites,"Biryani, South Indian, Kebab"
3.2,Banaswadi,Quick Bites,"South Indian, North Indian"
3.7,Hennur,Quick Bites,"Fast Food, Desserts"
3.7,Hennur,Quick Bites,"Chinese, Kerala"
3.9,Kammanahalli,Beverage Shop,"Juices, Healthy Food"
4.0,Hennur,Casual Dining,"Chinese, Momos"
3.0,Nagawara,Casual Dining,"Chinese, Thai, Pan Asian"
3.8,Kalyan Nagar,Quick Bites,"Kerala, North Indian, Chinese, Arabian"
3.6,Nagawara,Quick Bites,"Tibetan, Momos"
3.7,Kammanahalli,Casual Dining,"Arabian, North Indian, Chinese, Beverages"
3.0,Hennur,Delivery,South Indian
4.5,Nagawara,Bar,"Continental, North Indian, Finger Food"
3.9,Banaswadi,Casual Dining,"Chinese, Continental, North Indian"
0.0,HBR Layout,Casual Dining,North Indian
4.1,Nagawara,Food Court,"Ice Cream, Desserts"
3.8,Nagawara,Quick Bites,North Indian
3.9,Banaswadi,Quick Bites,"Chinese, Fast Food"
4.2,Kalyan Nagar,"Casual Dining, Pub","Goan, Mangalorean"
3.8,Banaswadi,Dessert Parlor,"Ice Cream, Desserts"
3.1,Hennur,Delivery,"North Indian, Continental"
0.0,Kalyan Nagar,Beverage Shop,Beverages
3.4,Banaswadi,Quick Bites,"South Indian, Biryani"
0.0,Nagawara,Quick Bites,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese"
0.0,Nagawara,Quick Bites,Fast Food
3.9,Nagawara,Dessert Parlor,Desserts
4.1,Kalyan Nagar,Casual Dining,North Indian
3.7,Hennur,Delivery,Continental
3.1,Kalyan Nagar,Delivery,"North Indian, Biryani"
3.6,Nagawara,Quick Bites,Fast Food
3.0,Nagawara,Cafe,Cafe
0.0,Banaswadi,Quick Bites,"South Indian, Chinese, North Indian, Biryani, Kebab, Andhra"
2.9,Nagawara,Quick Bites,North Indian
3.1,Kalyan Nagar,Casual Dining,"North Indian, Biryani"
0.0,Nagawara,Quick Bites,"South Indian, Chinese"
3.7,Banaswadi,Casual Dining,"North Indian, Chinese"
3.7,Hennur,Quick Bites,"Roast Chicken, Burger"
3.7,HBR Layout,Quick Bites,"South Indian, North Indian, Chinese, Street Food"
3.4,Kalyan Nagar,Quick Bites,"Pizza, Fast Food"
3.7,Kammanahalli,Quick Bites,"Chinese, Thai, Momos"
2.7,Kalyan Nagar,Casual Dining,"Biryani, North Indian"
3.6,Nagawara,Casual Dining,"Arabian, Mediterranean, North Indian"
3.7,Kalyan Nagar,Quick Bites,Street Food
0.0,Kalyan Nagar,"Takeaway, Delivery",Bakery
4.0,Nagawara,Casual Dining,"North Indian, Mughlai"
3.4,Hennur,"Takeaway, Delivery",Fast Food
3.3,Nagawara,Beverage Shop,Beverages
3.1,Hennur,Bakery,"Desserts, Bakery"
3.8,Kalyan Nagar,Dessert Parlor,"Desserts, Beverages"
3.9,Kalyan Nagar,Beverage Shop,"Beverages, Desserts, Ice Cream"
3.7,Kalyan Nagar,Casual Dining,"North Indian, Chinese, South Indian"
3.5,Hennur,Delivery,"North Indian, South Indian"
4.0,Kalyan Nagar,Quick Bites,North Indian
3.4,Hennur,"Casual Dining, Bar","Chinese, Mangalorean, Seafood, North Indian"
4.1,Kalyan Nagar,Casual Dining,Korean
3.7,Hennur,Quick Bites,"Chinese, North Indian"
3.3,Banaswadi,Quick Bites,Chinese
3.7,Banaswadi,Quick Bites,"Chinese, North Indian, Mexican, Fast Food"
3.8,Rammurthy Nagar,"Takeaway, Delivery","Fast Food, Desserts"
2.7,Nagawara,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food"
3.9,Banaswadi,Casual Dining,"Chinese, Thai, Seafood"
2.6,Banaswadi,Casual Dining,"North Indian, Chinese"
4.2,Kalyan Nagar,Quick Bites,"Burger, Fast Food"
3.5,Kalyan Nagar,Quick Bites,"North Indian, Chinese"
3.9,Kalyan Nagar,Casual Dining,"Andhra, Chinese, North Indian"
2.9,Nagawara,Bakery,"Bakery, Fast Food, Pizza, Burger, Cafe"
3.9,Kalyan Nagar,"Dessert Parlor, Bakery","Desserts, Bakery, Beverages"
0.0,Banaswadi,Casual Dining,"Andhra, North Indian, Chinese, Seafood"
0.0,Kammanahalli,"Takeaway, Delivery","Momos, Chinese"
4.0,Nagawara,Quick Bites,"Burger, Fast Food"
3.7,Nagawara,Casual Dining,"Rajasthani, North Indian, Chinese"
4.2,Kalyan Nagar,"Pub, Casual Dining","Finger Food, Continental, Italian, Salad"
3.8,Kalyan Nagar,Quick Bites,"Pizza, Italian"
4.0,Kalyan Nagar,Quick Bites,Fast Food
2.9,Rammurthy Nagar,Beverage Shop,"Beverages, Desserts"
2.9,Hennur,Bakery,"Bakery, Desserts"
3.2,Nagawara,Quick Bites,"Andhra, Chinese, North Indian, South Indian"
3.0,Nagawara,Quick Bites,Fast Food
3.1,Nagawara,Dessert Parlor,"Ice Cream, Desserts"
4.0,Kalyan Nagar,Beverage Shop,Beverages
3.5,Hennur,Beverage Shop,"Beverages, Fast Food"
0.0,Kalyan Nagar,Dessert Parlor,"Desserts, Beverages"
3.4,Hennur,Quick Bites,"North Indian, Chinese, Fast Food"
3.5,Nagawara,Casual Dining,North Indian
3.1,Rammurthy Nagar,"Takeaway, Delivery","North Indian, Mughlai, Biryani"
3.9,Nagawara,Quick Bites,"Andhra, Biryani, South Indian, Chinese"
3.9,Kalyan Nagar,Casual Dining,"Seafood, Biryani, South Indian, Chettinad"
3.9,Kalyan Nagar,Casual Dining,"Continental, Burger, Salad, Pizza, Beverages"
0.0,Kalyan Nagar,Cafe,"Cafe, Beverages, Rolls, Sandwich"
0.0,Kammanahalli,Delivery,North Indian
3.6,Kammanahalli,Casual Dining,"North Indian, Chinese, Seafood, Rolls"
4.0,Nagawara,Casual Dining,"American, Continental, Fast Food, Steak"
3.1,Kalyan Nagar,Quick Bites,Andhra
3.1,Kalyan Nagar,Delivery,"North Indian, BBQ, Biryani, Kebab"
0.0,Kalyan Nagar,Quick Bites,Andhra
3.8,Kalyan Nagar,Quick Bites,North Indian
3.7,Nagawara,Food Court,"Ice Cream, Desserts"
0.0,HBR Layout,Beverage Shop,"Beverages, Juices"
3.5,Banaswadi,"Quick Bites, Mess","South Indian, Chettinad"
4.0,Nagawara,Casual Dining,"Andhra, North Indian, Chinese, Biryani"
2.3,Banaswadi,Casual Dining,"Andhra, South Indian, Chinese, North Indian"
3.5,Banaswadi,Quick Bites,Biryani
4.0,Kalyan Nagar,Quick Bites,"North Indian, Kebab"
3.0,Rammurthy Nagar,Quick Bites,"Chinese, North Indian"
3.9,HBR Layout,Casual Dining,"North Indian, Mughlai, Chinese"
3.7,Kalyan Nagar,Casual Dining,"Andhra, Chinese, North Indian, Seafood"
3.4,Banaswadi,Casual Dining,"Arabian, Kerala, North Indian, Chinese, Beverages"
2.9,Hennur,Quick Bites,"North Indian, Mughlai, Chinese"
3.3,Kammanahalli,Quick Bites,"Rolls, Chinese"
3.7,Kammanahalli,Casual Dining,"Biryani, Hyderabadi, Chinese"
3.9,Kalyan Nagar,Quick Bites,"North Indian, South Indian, Chinese, Street Food, Mithai"
4.1,Kalyan Nagar,Casual Dining,"Chinese, Thai, Momos"
3.8,Banaswadi,Beverage Shop,"Beverages, Healthy Food"
2.9,Kammanahalli,Delivery,"Tea, Beverages"
3.3,Nagawara,Quick Bites,"Pizza, Burger, Fast Food, Beverages"
3.8,Banaswadi,Quick Bites,Biryani
3.3,Banaswadi,Mess,"Andhra, South Indian, Biryani"
3.4,Banaswadi,Quick Bites,Fast Food
3.7,Nagawara,Quick Bites,Mexican
3.5,Banaswadi,Casual Dining,"North Indian, Fast Food, Beverages"
3.8,Nagawara,Quick Bites,"Rolls, Fast Food, Biryani"
3.4,Kalyan Nagar,Casual Dining,"North Indian, Chinese"
3.7,Nagawara,Casual Dining,"Andhra, North Indian, Biryani, Beverages"
3.3,Banaswadi,Quick Bites,South Indian
3.6,Banaswadi,Quick Bites,"Arabian, Mughlai, Chinese, Kebab, Fast Food"
3.7,Nagawara,Quick Bites,"Andhra, North Indian, Chinese, Biryani"
0.0,Banaswadi,Bakery,"Bakery, Desserts"
3.4,Banaswadi,Bakery,"Bakery, Desserts, Fast Food"
3.7,Kalyan Nagar,Casual Dining,"Kerala, Seafood, South Indian, North Indian, Chinese"
3.8,Kalyan Nagar,Casual Dining,Chinese
0.0,Nagawara,"Takeaway, Delivery","Fast Food, Burger, Pizza"
3.7,Banaswadi,Quick Bites,"Burger, Fast Food, Beverages"
0.0,Hennur,Beverage Shop,"Juices, Beverages, Fast Food"
3.3,Banaswadi,"Takeaway, Delivery","Andhra, Biryani, Chinese"
4.1,Kalyan Nagar,Quick Bites,"Street Food, North Indian"
3.9,Banaswadi,Quick Bites,"North Indian, Fast Food, Street Food"
0.0,Hennur,Quick Bites,"Biryani, Chinese, North Indian, Bengali"
3.5,Rammurthy Nagar,Quick Bites,Continental
2.8,Nagawara,Food Court,"Continental, North Indian, Chinese, Steak"
4.2,Nagawara,Casual Dining,"Mughlai, Biryani, North Indian"
3.6,Banaswadi,"Takeaway, Delivery","Desserts, Bakery"
3.7,Banaswadi,Casual Dining,"Iranian, Mughlai, Chinese"
3.8,Kammanahalli,Quick Bites,Biryani
3.8,Kalyan Nagar,Quick Bites,Fast Food
3.6,Nagawara,Quick Bites,"South Indian, Beverages"
4.5,Kalyan Nagar,Casual Dining,"Chinese, Momos"
3.6,Banaswadi,Quick Bites,"Chinese, Beverages"
4.3,Kalyan Nagar,Dessert Parlor,"Ice Cream, Beverages"
3.8,Hennur,Kiosk,"Fast Food, Rolls"
3.9,Kalyan Nagar,Casual Dining,Biryani
3.5,Banaswadi,Quick Bites,Rolls
0.0,Nagawara,Mess,"Chinese, North Indian, Seafood"
3.3,Banaswadi,Casual Dining,"Chinese, Thai, Momos, Vietnamese"
3.7,Banaswadi,Casual Dining,"Andhra, South Indian, North Indian"
3.7,Kalyan Nagar,Casual Dining,"Arabian, North Indian, Chinese, Beverages"
3.5,Nagawara,Casual Dining,"North Indian, Chinese, Biryani"
3.5,Kalyan Nagar,Casual Dining,"Biryani, Kebab"
3.8,Kalyan Nagar,Casual Dining,"Biryani, North Indian, Mughlai"
2.7,Rammurthy Nagar,Casual Dining,"Chinese, North Indian, Continental"
2.8,Kalyan Nagar,Casual Dining,Chinese
4.0,Kammanahalli,"Dessert Parlor, Beverage Shop","Beverages, Desserts, Juices"
3.5,Kammanahalli,Casual Dining,"Mughlai, North Indian, Chinese"
3.9,Kalyan Nagar,Casual Dining,"Andhra, Biryani, Seafood, North Indian"
3.9,Kalyan Nagar,Quick Bites,"Beverages, Fast Food, Bakery"
3.7,Nagawara,Quick Bites,South Indian
4.1,Kalyan Nagar,Dessert Parlor,"Ice Cream, Beverages, Fast Food"
3.5,Hennur,Quick Bites,"North Indian, Chinese"
0.0,Hennur,"Takeaway, Delivery",Biryani
4.4,Kalyan Nagar,"Microbrewery, Casual Dining","American, South Indian, Thai, Pizza, Italian"
4.4,Kalyan Nagar,Casual Dining,"Asian, Chinese, Japanese, BBQ"
3.9,HBR Layout,Casual Dining,"North Indian, Mughlai, Biryani, Rolls"
4.5,Kammanahalli,Casual Dining,"Asian, European, Italian, Korean, Malaysian, Thai, Vietnamese, Chinese"
2.9,Kalyan Nagar,Delivery,"Biryani, North Indian"
4.3,Kalyan Nagar,"Microbrewery, Casual Dining",European
3.4,Nagawara,Casual Dining,"Biryani, South Indian, Chinese"
0.0,Kalyan Nagar,"Takeaway, Delivery","Biryani, Fast Food, Mughlai"
3.6,Kammanahalli,Quick Bites,South Indian
3.6,Hennur,Quick Bites,"Kerala, North Indian, Chinese"
3.3,HBR Layout,Quick Bites,"North Indian, Chinese"
0.0,Banaswadi,Delivery,Rolls
3.8,Banaswadi,Casual Dining,"Chinese, Momos"
4.0,Kammanahalli,Quick Bites,"Bengali, Seafood"
3.6,Kalyan Nagar,Casual Dining,"North Indian, Mughlai, Rolls, Fast Food"
3.9,Kalyan Nagar,Quick Bites,"North Indian, Kerala, Chinese"
3.7,Kalyan Nagar,Quick Bites,"Biryani, Kebab"
0.0,Kalyan Nagar,Quick Bites,Fast Food
2.9,Nagawara,Quick Bites,"Chettinad, South Indian"
4.0,Banaswadi,Casual Dining,"North Indian, Continental, Chinese, Mexican, Italian"
3.8,Kalyan Nagar,Quick Bites,"Street Food, Beverages, Fast Food"
4.1,Kalyan Nagar,Casual Dining,"Chinese, Momos"
3.3,Kalyan Nagar,Quick Bites,"Fast Food, BBQ, Rolls, Arabian, North Indian"
4.1,Kalyan Nagar,Casual Dining,"Seafood, South Indian, North Indian"
4.1,Kalyan Nagar,Casual Dining,"Asian, Chinese, Thai, Seafood, Momos"
4.2,Kalyan Nagar,Casual Dining,Arabian
0.0,Kalyan Nagar,Casual Dining,"Chinese, Thai"
3.7,Kalyan Nagar,Casual Dining,"Continental, Steak"
3.4,Banaswadi,Quick Bites,Chinese
0.0,Kalyan Nagar,Delivery,Biryani
4.0,Kammanahalli,Quick Bites,"Mithai, Street Food"
4.1,Kalyan Nagar,Beverage Shop,"Beverages, Juices"
3.4,Kalyan Nagar,"Bakery, Dessert Parlor","Bakery, Desserts, Fast Food"
4.0,Nagawara,Casual Dining,North Indian
3.9,Rammurthy Nagar,Casual Dining,"North Indian, Biryani"
2.9,Nagawara,Quick Bites,"North Indian, Chinese"
3.4,Rammurthy Nagar,Delivery,Biryani
4.1,Kalyan Nagar,Casual Dining,Italian
3.4,Nagawara,Quick Bites,"North Indian, Chinese"
3.2,Nagawara,Casual Dining,"Andhra, Chinese, North Indian"
4.1,Kalyan Nagar,Casual Dining,North Indian
4.2,Kalyan Nagar,Casual Dining,"Mediterranean, Continental, Italian, Salad"
3.9,Kalyan Nagar,Casual Dining,"Italian, Chinese, Continental"
3.4,Kammanahalli,"Takeaway, Delivery","Salad, Chinese"
0.0,Kalyan Nagar,Quick Bites,Chinese
3.4,Banaswadi,Quick Bites,South Indian
0.0,Nagawara,Quick Bites,"Fast Food, Rolls"
3.4,Kalyan Nagar,Quick Bites,"North Indian, Rolls"
3.8,Kalyan Nagar,"Pub, Casual Dining","Continental, North Indian, Chinese, Italian"
0.0,Kalyan Nagar,Dessert Parlor,"Desserts, Ice Cream, Beverages"
3.9,Kalyan Nagar,Quick Bites,"Bakery, Desserts"
3.1,Kalyan Nagar,"Takeaway, Delivery","Fast Food, Rolls"
3.7,Kalyan Nagar,"Quick Bites, Meat Shop","Fast Food, Raw Meats"
0.0,Kammanahalli,"Takeaway, Delivery","North Indian, Biryani"
3.7,Kalyan Nagar,Casual Dining,Chettinad
3.6,Banaswadi,"Takeaway, Delivery",North Indian
3.9,HBR Layout,Pub,"Continental, American, Chinese, BBQ, Salad, Italian"
3.5,Rammurthy Nagar,Quick Bites,South Indian
3.5,HBR Layout,Quick Bites,Chinese
3.5,Nagawara,Quick Bites,"North Indian, Chinese"
0.0,Kalyan Nagar,"Bakery, Dessert Parlor","Bakery, Ice Cream"
0.0,Rammurthy Nagar,Quick Bites,"North Indian, Fast Food"
0.0,Kalyan Nagar,Bakery,Bakery
0.0,Kalyan Nagar,"Beverage Shop, Quick Bites","Beverages, Juices, Finger Food"
3.3,Kammanahalli,Delivery,"Fast Food, Burger, Pizza, Sandwich"
3.9,Banaswadi,Delivery,"North Indian, South Indian, Chinese, Continental"
3.9,Kalyan Nagar,Kiosk,"Street Food, Momos"
0.0,Kalyan Nagar,Dessert Parlor,Desserts
0.0,Kalyan Nagar,"Takeaway, Delivery","North Indian, Kashmiri"
0.0,Kalyan Nagar,Bakery,"Bakery, Desserts"
0.0,Kalyan Nagar,Delivery,North Indian
0.0,Kalyan Nagar,Quick Bites,"Juices, Fast Food"
0.0,Kalyan Nagar,Beverage Shop,"Beverages, Juices"
0.0,Kalyan Nagar,Quick Bites,North Indian
3.0,Kalyan Nagar,Casual Dining,"Chinese, Asian, Malaysian"
3.4,Banaswadi,Quick Bites,"South Indian, BBQ"
3.9,Nagawara,Quick Bites,"Chinese, Momos"
3.2,Hennur,Quick Bites,"North Indian, Chinese"
3.3,Kalyan Nagar,Bakery,Bakery
3.2,Kalyan Nagar,Casual Dining,"Kerala, Chinese, Arabian, Biryani"
2.6,Kalyan Nagar,Delivery,Biryani
0.0,Kalyan Nagar,Quick Bites,"North Indian, South Indian, Chinese"
3.6,Kalyan Nagar,"Beverage Shop, Quick Bites","Beverages, Fast Food"
3.5,Kalyan Nagar,Quick Bites,"Tea, Coffee, Fast Food"
4.0,Kalyan Nagar,Casual Dining,American
3.7,Kalyan Nagar,Quick Bites,North Indian
3.4,Kalyan Nagar,Quick Bites,Fast Food
0.0,Kalyan Nagar,Quick Bites,South Indian
0.0,Kalyan Nagar,Quick Bites,North Indian
0.0,Kalyan Nagar,Quick Bites,"North Indian, Mithai"
0.0,Kalyan Nagar,Beverage Shop,"Juices, Fast Food"
3.5,HBR Layout,Delivery,Kerala
3.4,Banaswadi,Delivery,"Asian, North Indian"
3.6,Kalyan Nagar,Casual Dining,North Indian
3.7,Banaswadi,Quick Bites,Chinese
2.9,Kalyan Nagar,Casual Dining,"Arabian, Middle Eastern"
3.6,Nagawara,Quick Bites,"Street Food, Fast Food"
3.1,North Bangalore,Food Truck,Fast Food
0.0,Kalyan Nagar,"Takeaway, Delivery","North Indian, South Indian, Continental"
0.0,Kalyan Nagar,Quick Bites,North Indian
0.0,Kalyan Nagar,Quick Bites,"North Indian, Biryani, Chinese"
0.0,Kalyan Nagar,Quick Bites,South Indian
0.0,Kalyan Nagar,Kiosk,Rolls
3.7,Kalyan Nagar,Casual Dining,"Mughlai, North Indian, Biryani, Chinese"
3.7,Hennur,Casual Dining,"South Indian, Andhra, Biryani"
3.2,Hennur,Quick Bites,"North Indian, Chinese, Continental"
3.4,Kalyan Nagar,Quick Bites,Biryani
3.4,Kalyan Nagar,Quick Bites,"North Indian, Chinese"
3.7,Kalyan Nagar,Quick Bites,"BBQ, Fast Food"
2.8,Kalyan Nagar,Dessert Parlor,"Bakery, Fast Food"
0.0,Banaswadi,Quick Bites,"Chinese, Italian"
3.5,Hennur,Quick Bites,"South Indian, Chinese, North Indian"
3.4,Nagawara,Quick Bites,Biryani
0.0,HBR Layout,Delivery,"North Indian, Continental"
3.1,Nagawara,Delivery,"North Indian, Chinese, Fast Food"
3.1,Banaswadi,Quick Bites,Mexican
4.0,Kalyan Nagar,Casual Dining,"American, Mexican, Italian, Steak"
0.0,Banaswadi,Quick Bites,"Momos, Fast Food, Burger, North Indian, Desserts, Biryani"
3.1,Banaswadi,Kiosk,"Fast Food, Rolls"
0.0,Kalyan Nagar,"Takeaway, Delivery",Fast Food
3.9,Kammanahalli,Quick Bites,"Fast Food, Beverages, Rolls"
4.0,Kammanahalli,Casual Dining,"Biryani, North Indian, Chinese"
4.1,Kammanahalli,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese"
3.9,Kammanahalli,Casual Dining,"Arabian, Chinese, North Indian"
3.9,HBR Layout,Casual Dining,"Arabian, Mughlai, North Indian, Chinese, Rolls"
4.1,Kammanahalli,Casual Dining,"Chinese, Momos"
3.8,Banaswadi,Quick Bites,Biryani
3.4,Banaswadi,Casual Dining,"North Indian, Chinese, Biryani"
3.2,HBR Layout,Quick Bites,Chinese
3.1,Banaswadi,Casual Dining,"Continental, Chinese, Fast Food"
0.0,Banaswadi,"Takeaway, Delivery",Healthy Food
0.0,Hennur,"Takeaway, Delivery","Bakery, Desserts"
0.0,Hennur,Delivery,"North Indian, Bengali"
0.0,Hennur,"Takeaway, Delivery",Bengali
0.0,HBR Layout,Quick Bites,"North Indian, Biryani"
3.2,Kammanahalli,Casual Dining,"North Indian, Chinese"
0.0,Kammanahalli,"Takeaway, Delivery","Maharashtrian, Malwani"
3.5,Banaswadi,Beverage Shop,"Beverages, Ice Cream"
3.2,Nagawara,Quick Bites,"North Indian, Chinese"
3.3,Banaswadi,Casual Dining,"Chinese, North Indian, South Indian"
0.0,Kammanahalli,"Takeaway, Delivery","Fast Food, Burger"
3.6,Kammanahalli,Quick Bites,"Turkish, Chinese"
0.0,Hennur,Quick Bites,"Biryani, Chinese, North Indian"
0.0,Kammanahalli,Quick Bites,Street Food
0.0,Banaswadi,Quick Bites,"Arabian, Mughlai"
3.3,Kammanahalli,Quick Bites,Continental
0.0,Banaswadi,Quick Bites,"North Indian, Chinese, Biryani"
3.7,Banaswadi,Quick Bites,"South Indian, Biryani"
0.0,New BEL Road,Quick Bites,"North Indian, South Indian, Chinese"
3.0,HBR Layout,Casual Dining,"Mughlai, North Indian, Chinese"
3.1,Kalyan Nagar,Casual Dining,"North Indian, Mughlai, Chinese"
2.7,Kalyan Nagar,Delivery,"North Indian, Chinese, Mughlai, Biryani"
3.5,Nagawara,Quick Bites,"North Indian, South Indian, Chinese"
0.0,Hennur,Quick Bites,"Biryani, Hyderabadi, Kebab"
4.4,Kalyan Nagar,Lounge,"Continental, Fast Food, European"
3.0,Banaswadi,Quick Bites,"Biryani, Andhra"
3.2,Nagawara,Casual Dining,"Andhra, Biryani"
3.1,Nagawara,Quick Bites,"North Indian, Chinese"
3.5,Kalyan Nagar,"Bakery, Quick Bites","Bakery, Desserts"
3.8,Kammanahalli,"Casual Dining, Bar","North Indian, Chinese, Continental"
3.0,Kammanahalli,Bar,"North Indian, Finger Food, Chinese"
4.0,Hennur,"Bakery, Quick Bites","Bakery, Fast Food"
3.4,Kalyan Nagar,Delivery,Street Food
3.1,Nagawara,Quick Bites,Kerala
3.4,Kalyan Nagar,Beverage Shop,"Beverages, Sandwich"
0.0,Kammanahalli,Quick Bites,"Kerala, Fast Food, Beverages"
0.0,Kammanahalli,Delivery,"Fast Food, Pizza"
4.2,Kammanahalli,Mess,"South Indian, Biryani, North Indian"
3.8,Kammanahalli,Casual Dining,"Andhra, Seafood, North Indian, Chinese"
3.7,Kammanahalli,Quick Bites,"South Indian, North Indian, Kerala"
0.0,HBR Layout,Bakery,Bakery
3.7,Kammanahalli,Quick Bites,Rolls
4.1,Kammanahalli,Delivery,Pizza
3.9,Kammanahalli,Casual Dining,North Indian
3.7,Kammanahalli,"Bakery, Quick Bites","Bakery, Fast Food, Desserts"
0.0,Hennur,Quick Bites,"South Indian, Fast Food, Kerala, Beverages"
3.5,Banaswadi,Quick Bites,"Biryani, North Indian, Chinese"
0.0,Kammanahalli,Quick Bites,"Biryani, Fast Food"
