rate,location,rest_type,cuisines
3.8,BTM,Quick Bites,South Indian
3.4,BTM,Quick Bites,South Indian
3.3,BTM,Quick Bites,"Andhra, South Indian"
3.7,BTM,Quick Bites,South Indian
3.1,BTM,Quick Bites,North Indian
3.4,BTM,Quick Bites,Street Food
3.4,BTM,Quick Bites,"Fast Food, Biryani"
3.5,BTM,Quick Bites,Fast Food
3.6,BTM,Quick Bites,"North Indian, South Indian, Mangalorean"
0.0,BTM,Quick Bites,South Indian
0.0,BTM,Quick Bites,"Chinese, Arabian, Rolls"
0.0,BTM,Quick Bites,"North Indian, Fast Food"
3.1,BTM,Quick Bites,"Fast Food, Burger"
0.0,BTM,Quick Bites,"Salad, Fast Food"
3.0,BTM,Quick Bites,"South Indian, North Indian, Chinese"
3.3,BTM,Quick Bites,"South Indian, Biryani, Chinese"
3.6,BTM,Quick Bites,"South Indian, North Indian, Chinese"
0.0,BTM,Quick Bites,Biryani
0.0,BTM,Quick Bites,North Indian
0.0,BTM,Quick Bites,"North Indian, Chinese"
0.0,BTM,Quick Bites,"Chinese, North Indian, South Indian"
0.0,BTM,"Quick Bites, Beverage Shop","Street Food, Juices"
0.0,BTM,Quick Bites,Arabian
0.0,BTM,Quick Bites,"Fast Food, Beverages"
0.0,BTM,Quick Bites,South Indian
0.0,BTM,Quick Bites,"Street Food, North Indian, South Indian"
0.0,BTM,Quick Bites,"Biryani, North Indian, South Indian"
0.0,BTM,Quick Bites,"South Indian, North Indian, Chinese"
0.0,BTM,Quick Bites,"Chinese, Kerala, South Indian"
4.0,BTM,Beverage Shop,Beverages
3.2,BTM,Quick Bites,"North Indian, South Indian"
3.3,BTM,Quick Bites,Kerala
3.5,BTM,Quick Bites,South Indian
0.0,BTM,Quick Bites,"Arabian, Asian, Chinese, Afghan"
0.0,BTM,Quick Bites,"Fast Food, Beverages"
3.5,BTM,Quick Bites,"Fast Food, Juices"
2.8,BTM,Quick Bites,"North Indian, Fast Food, Rolls"
3.3,BTM,Quick Bites,"North Indian, Chinese"
3.4,BTM,Quick Bites,South Indian
0.0,BTM,Quick Bites,"Beverages, Fast Food"
0.0,BTM,Quick Bites,Biryani
0.0,BTM,"Quick Bites, Beverage Shop","Fast Food, Beverages"
0.0,BTM,Quick Bites,"Chinese, North Indian, Seafood"
0.0,BTM,Quick Bites,"North Indian, Biryani"
3.5,BTM,Quick Bites,"South Indian, Chinese"
0.0,BTM,Quick Bites,"Biryani, North Indian, South Indian"
0.0,BTM,Quick Bites,"North Indian, Fast Food"
0.0,BTM,Quick Bites,Chinese
3.3,BTM,Quick Bites,"South Indian, Beverages"
3.4,BTM,Quick Bites,Kerala
0.0,BTM,Quick Bites,"South Indian, Seafood"
0.0,BTM,Quick Bites,Arabian
0.0,BTM,Quick Bites,"North Indian, Beverages"
3.1,BTM,"Quick Bites, Beverage Shop","Juices, Street Food"
0.0,BTM,Quick Bites,"North Indian, Chinese"
3.0,BTM,Quick Bites,"North Indian, Chinese"
0.0,BTM,Quick Bites,"South Indian, Mangalorean"
3.6,BTM,Quick Bites,"Biryani, Fast Food"
3.5,Koramangala 2nd Block,Lounge,Finger Food
4.5,Koramangala 7th Block,"Casual Dining, Bar",Modern Indian
0.0,Koramangala 5th Block,"Pub, Microbrewery","Continental, North Indian, Chinese, European, BBQ, Finger Food, Asian"
4.5,Koramangala 5th Block,"Bar, Casual Dining","Continental, North Indian, Chinese, American, Pizza, Finger Food"
4.3,Koramangala 5th Block,Pub,"Finger Food, Continental, Asian, North Indian"
4.5,Koramangala 7th Block,"Bar, Casual Dining","Mediterranean, Pizza, Continental, Seafood, Salad"
4.3,Koramangala 5th Block,Casual Dining,"Mughlai, Biryani"
4.7,Koramangala 5th Block,"Cafe, Casual Dining","Chinese, American, Continental, Italian, North Indian"
4.7,Koramangala 5th Block,Casual Dining,Italian
4.4,Koramangala 5th Block,Lounge,"Pizza, Continental, North Indian, Asian"
4.6,Koramangala 4th Block,"Microbrewery, Casual Dining","Continental, Finger Food, Asian, North Indian"
4.6,Koramangala 5th Block,"Casual Dining, Pub","European, Continental"
4.5,Koramangala 5th Block,"Microbrewery, Casual Dining","Continental, American, Italian, Modern Indian, Pizza, Burger"
4.4,Koramangala 4th Block,"Microbrewery, Bar","American, North Indian, Pizza, Finger Food, Continental, Italian"
4.1,Koramangala 5th Block,Casual Dining,"American, Continental, Fast Food, Steak"
4.3,Bannerghatta Road,"Casual Dining, Bar","North Indian, South Indian, Andhra, Chinese"
3.9,Jayanagar,Casual Dining,"North Indian, Mughlai, Chinese, Seafood"
4.4,Jayanagar,Casual Dining,"Biryani, Andhra, North Indian, Chinese"
0.0,Koramangala 7th Block,"Bar, Casual Dining","South Indian, Finger Food"
4.5,Koramangala 5th Block,Casual Dining,Mexican
0.0,JP Nagar,Casual Dining,North Indian
4.1,Koramangala 5th Block,Casual Dining,"Arabian, North Indian, Beverages"
4.1,Koramangala 3rd Block,Bar,"North Indian, Chinese"
4.0,Koramangala 7th Block,Casual Dining,North Indian
4.0,Koramangala 5th Block,Casual Dining,"Chinese, Thai, Momos, Vietnamese"
3.9,Koramangala 5th Block,Casual Dining,"Biryani, Kebab"
4.1,Koramangala 5th Block,"Lounge, Casual Dining","Continental, American, North Indian, Chinese"
3.9,Koramangala 6th Block,"Bar, Casual Dining","American, Continental, Finger Food"
3.9,Koramangala 5th Block,"Pub, Bar","Finger Food, North Indian, Continental, Pizza"
3.9,Koramangala 4th Block,Bar,"South Indian, Andhra"
4.0,Koramangala 7th Block,Casual Dining,"Continental, Chinese, Thai, Italian, BBQ, Steak"
3.9,Koramangala 7th Block,"Casual Dining, Bar","Continental, Parsi, Chinese, North Indian, Italian, Steak"
3.9,Koramangala 5th Block,"Pub, Casual Dining","Continental, North Indian, Chinese"
4.2,JP Nagar,Cafe,"Cafe, Desserts"
3.8,HSR,"Lounge, Bar","Continental, Italian"
4.0,Koramangala 7th Block,Casual Dining,Assamese
4.1,JP Nagar,Quick Bites,South Indian
3.7,Jayanagar,Quick Bites,South Indian
4.3,Koramangala 5th Block,Quick Bites,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts"
4.2,Koramangala 5th Block,Quick Bites,South Indian
3.0,Koramangala 5th Block,Pub,Finger Food
3.1,HSR,Casual Dining,"South Indian, Biryani, Chinese, North Indian"
3.9,Koramangala 7th Block,Quick Bites,"Burger, Fast Food, Beverages"
3.8,Koramangala 4th Block,Bar,Finger Food
4.1,Koramangala 5th Block,Quick Bites,"Bakery, Fast Food"
3.7,JP Nagar,"Beverage Shop, Quick Bites","Beverages, Fast Food"
4.0,Bannerghatta Road,Quick Bites,"Mexican, American, Fast Food"
0.0,Koramangala 7th Block,Quick Bites,"South Indian, Beverages"
3.8,Koramangala 5th Block,Quick Bites,"North Eastern, Chinese"
3.8,Koramangala 4th Block,Bar,"South Indian, North Indian"
3.6,Koramangala 7th Block,Quick Bites,"South Indian, North Indian, Chinese"
3.7,Jayanagar,"Casual Dining, Bar","North Indian, Chinese, Seafood"
0.0,Bommanahalli,Mess,Andhra
3.8,Koramangala 5th Block,Quick Bites,"Fast Food, Burger"
3.6,Koramangala 5th Block,Mess,Andhra
4.0,Koramangala 5th Block,Casual Dining,Tibetan
0.0,Koramangala 1st Block,Quick Bites,"Chinese, Momos"
3.2,Koramangala 7th Block,Quick Bites,Biryani
3.8,JP Nagar,Quick Bites,South Indian
0.0,HSR,Quick Bites,"American, Chinese"
3.5,Jayanagar,Quick Bites,"Biryani, Andhra, Kebab"
3.8,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich"
3.7,Jayanagar,Quick Bites,South Indian
3.7,Koramangala 7th Block,"Beverage Shop, Quick Bites","Beverages, Fast Food, Desserts"
3.5,Koramangala 7th Block,Casual Dining,"Chinese, North Indian"
3.4,JP Nagar,Food Court,"North Indian, Seafood"
3.9,Koramangala 7th Block,Food Court,"Chinese, North Indian, Fast Food, Street Food"
3.8,JP Nagar,Quick Bites,North Indian
3.3,HSR,Bar,"North Indian, Continental"
3.5,Koramangala 7th Block,Quick Bites,"Street Food, Rolls"
3.7,Koramangala 7th Block,"Food Court, Quick Bites","Kerala, Konkan"
0.0,JP Nagar,"Casual Dining, Bar","North Indian, Chinese"
0.0,Koramangala 7th Block,Casual Dining,"South Indian, North Indian, Chinese"
4.2,JP Nagar,Quick Bites,"South Indian, North Indian, Chinese"
0.0,Marathahalli,Quick Bites,"Beverages, Fast Food"
0.0,Jayanagar,Quick Bites,"Biryani, Kebab, North Indian"
2.8,Koramangala 7th Block,Quick Bites,"South Indian, North Indian, Chinese"
3.5,Koramangala 7th Block,"Beverage Shop, Quick Bites","Beverages, Fast Food, Street Food"
3.1,Koramangala 5th Block,"Beverage Shop, Quick Bites","Beverages, Fast Food, Burger"
3.8,Koramangala 7th Block,Casual Dining,"South Indian, Chinese"
3.3,Koramangala 5th Block,Mess,Andhra
3.5,Koramangala 5th Block,Casual Dining,Continental
2.8,Koramangala 4th Block,"Bakery, Quick Bites","Bakery, Fast Food, Italian"
3.7,Koramangala 7th Block,Quick Bites,"North Indian, Chinese, Rolls"
0.0,Jayanagar,Quick Bites,"Chinese, Biryani"
0.0,JP Nagar,Food Court,North Indian
3.5,Koramangala 7th Block,Quick Bites,South Indian
3.6,Koramangala 7th Block,Food Court,Kerala
3.8,Koramangala 7th Block,Quick Bites,"Chinese, Fast Food"
3.3,Jayanagar,Quick Bites,Fast Food
3.2,JP Nagar,Quick Bites,"Fast Food, Beverages"
3.3,Koramangala 4th Block,Bar,"North Indian, Chinese"
3.2,Koramangala 1st Block,Quick Bites,Biryani
3.3,Koramangala 5th Block,Mess,Andhra
3.1,JP Nagar,Beverage Shop,Juices
0.0,Bommanahalli,Quick Bites,Kebab
0.0,Bommanahalli,Quick Bites,"South Indian, North Indian, Chinese"
0.0,Bommanahalli,Quick Bites,South Indian
0.0,HSR,Quick Bites,"South Indian, Biryani"
0.0,Jayanagar,Quick Bites,South Indian
0.0,HSR,Quick Bites,"Biryani, Kebab"
0.0,Hosur Road,Quick Bites,"South Indian, Biryani, Seafood"
2.9,Koramangala 7th Block,Quick Bites,Lebanese
3.3,Jayanagar,Quick Bites,Fast Food
3.4,JP Nagar,Quick Bites,Street Food
3.2,Koramangala 5th Block,Quick Bites,"Juices, Fast Food"
3.3,Jayanagar,Quick Bites,Fast Food
3.1,Jayanagar,Food Court,"Chinese, Kerala"
0.0,Bommanahalli,Quick Bites,South Indian
3.2,Koramangala 5th Block,Quick Bites,"North Indian, South Indian, Chinese, Street Food"
2.9,Koramangala 5th Block,Quick Bites,"Continental, Italian, Fast Food"
3.6,Koramangala 5th Block,Quick Bites,"Street Food, Tea"
0.0,Jayanagar,Quick Bites,"Burger, Sandwich, Pizza, Chinese"
3.0,Koramangala 5th Block,Quick Bites,"Fast Food, Rolls"
3.4,Koramangala 7th Block,Quick Bites,"Street Food, Tea"
3.1,Koramangala 5th Block,Quick Bites,"South Indian, North Indian, Chinese"
3.2,Bommanahalli,Quick Bites,Biryani
0.0,Koramangala 5th Block,Quick Bites,Fast Food
3.8,JP Nagar,Quick Bites,"Fast Food, North Indian, Chinese, South Indian"
3.8,Koramangala 5th Block,Quick Bites,"Fast Food, Beverages"
3.8,Hosur Road,Quick Bites,"Fast Food, Rolls"
3.0,Koramangala 5th Block,Quick Bites,"Juices, Fast Food"
0.0,BTM,Bar,"Continental, Chinese, North Indian"
4.1,Race Course Road,Fine Dining,"Italian, North Indian, Lebanese"
3.3,Vasanth Nagar,Casual Dining,"North Indian, Continental, South Indian"
4.1,Church Street,Cafe,"Cafe, Desserts"
4.1,Lavelle Road,Cafe,Cafe
4.0,Vasanth Nagar,Cafe,"Cafe, Modern Indian, Pizza, Burger, Desserts"
4.1,Ulsoor,Cafe,"Cafe, Italian, Burger, American, Steak"
3.7,Shanti Nagar,Quick Bites,"Pizza, Fast Food"
3.3,Indiranagar,Quick Bites,"Fast Food, Rolls, Momos"
3.7,Vasanth Nagar,Delivery,"Bakery, Desserts"
3.8,Ulsoor,Quick Bites,"Burger, Fast Food"
3.9,Church Street,Beverage Shop,"Beverages, Ice Cream"
3.8,Commercial Street,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream"
3.3,Frazer Town,Quick Bites,"Fast Food, Street Food"
4.4,Indiranagar,Casual Dining,"Seafood, Mangalorean"
3.9,Brigade Road,Quick Bites,"South Indian, Beverages"
3.3,Brigade Road,Quick Bites,"Healthy Food, Fast Food"
3.6,Cunningham Road,"Dessert Parlor, Quick Bites","Mithai, Street Food"
4.3,Frazer Town,Casual Dining,"Mangalorean, Seafood"
2.9,Ulsoor,Dessert Parlor,"Ice Cream, Bakery, Desserts"
2.7,Indiranagar,Casual Dining,Chinese
3.8,Cunningham Road,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food"
0.0,Frazer Town,Delivery,South Indian
4.0,Indiranagar,Quick Bites,"Sandwich, Fast Food, Momos"
4.2,Indiranagar,Cafe,"Cafe, Healthy Food, Salad, Beverages"
4.4,Vasanth Nagar,Casual Dining,"American, Continental, Steak"
4.1,Race Course Road,Casual Dining,"South Indian, North Indian"
3.7,Ulsoor,Quick Bites,North Indian
3.9,Frazer Town,Casual Dining,"Arabian, Chinese, Fast Food"
3.6,Frazer Town,Casual Dining,North Indian
3.9,Frazer Town,Quick Bites,"Fast Food, Momos"
3.7,Cunningham Road,Quick Bites,"Fast Food, Rolls, Momos"
3.6,Cunningham Road,Casual Dining,"North Indian, Mughlai, Chinese"
3.2,Frazer Town,Casual Dining,"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak"
3.8,Frazer Town,Kiosk,Chinese
0.0,Ulsoor,Dessert Parlor,Ice Cream
2.7,Frazer Town,Casual Dining,"South Indian, North Indian, Fast Food"
3.0,Vasanth Nagar,Quick Bites,"North Indian, Chinese"
3.6,Vasanth Nagar,Quick Bites,South Indian
3.9,Ulsoor,Bakery,"Bakery, Desserts"
3.6,Vasanth Nagar,Quick Bites,"Mughlai, North Indian"
3.4,MG Road,Quick Bites,Street Food
3.1,Vasanth Nagar,Dessert Parlor,"Ice Cream, Desserts"
0.0,Frazer Town,Casual Dining,Mangalorean
0.0,Lavelle Road,Dessert Parlor,Desserts
0.0,Frazer Town,Delivery,Desserts
0.0,Ulsoor,"Takeaway, Delivery","Continental, North Indian, Fast Food"
0.0,Ulsoor,Quick Bites,"Biryani, North Indian"
0.0,Vasanth Nagar,Quick Bites,"Chinese, North Indian, Fast Food"
0.0,Vasanth Nagar,Quick Bites,"South Indian, Chinese, North Indian"
0.0,Richmond Road,Delivery,"Seafood, Fast Food"
0.0,Vasanth Nagar,Quick Bites,"Kebab, Biryani"
3.9,Commercial Street,Quick Bites,"Fast Food, Rolls"
2.9,Lavelle Road,Cafe,"Cafe, Fast Food"
0.0,Frazer Town,Quick Bites,North Indian
3.6,Indiranagar,Quick Bites,South Indian
3.8,Frazer Town,Cafe,"Cafe, Continental"
3.9,Frazer Town,Casual Dining,"Chinese, Thai, Momos, Vietnamese"
3.7,Frazer Town,Quick Bites,"South Indian, North Indian, Chinese"
2.9,Ulsoor,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food"
3.4,RT Nagar,Quick Bites,"South Indian, North Indian, Chinese"
0.0,Brigade Road,Kiosk,"Beverages, Desserts"
3.4,Vasanth Nagar,Quick Bites,"North Indian, Mughlai, Biryani"
4.0,Seshadripuram,Casual Dining,"North Indian, Chinese, Thai, Momos"
3.8,Indiranagar,Quick Bites,"Andhra, North Indian, Biryani"
3.3,Frazer Town,Quick Bites,"Fast Food, Chinese"
3.9,Church Street,Quick Bites,"Fast Food, North Indian, Rolls"
3.6,Frazer Town,Quick Bites,"Modern Indian, American, Chinese"
0.0,Frazer Town,Delivery,North Indian
0.0,Frazer Town,Delivery,Chinese
0.0,Vasanth Nagar,Delivery,South Indian
3.5,Church Street,Dessert Parlor,"Ice Cream, Desserts"
3.9,Lavelle Road,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream"
3.9,Shivajinagar,"Dessert Parlor, Beverage Shop","Beverages, Desserts"
0.0,Frazer Town,Bakery,"Bakery, Desserts"
3.8,Majestic,Sweet Shop,"Mithai, Desserts"
3.5,Frazer Town,"Sweet Shop, Quick Bites","Mithai, Street Food"
3.6,Cunningham Road,Bakery,Bakery
3.2,Frazer Town,Bakery,"Bakery, Desserts"
3.7,Church Street,Casual Dining,"Pizza, Fast Food"
4.2,Ulsoor,Pub,"Finger Food, Salad, Chinese, Continental"
3.6,Ulsoor,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food"
0.0,Richmond Road,Quick Bites,"South Indian, Biryani"
3.5,MG Road,Quick Bites,"Tibetan, Momos"
3.9,MG Road,Quick Bites,"Burger, Fast Food"
3.9,Commercial Street,Quick Bites,"Burger, Fast Food, Beverages"
0.0,Ulsoor,Quick Bites,South Indian
4.4,Race Course Road,Fine Dining,Vietnamese
4.4,Race Course Road,Fine Dining,"North Indian, South Indian"
4.0,Race Course Road,Lounge,Continental
3.8,Race Course Road,Quick Bites,Street Food
3.8,Frazer Town,Quick Bites,Rolls
3.6,Vasanth Nagar,Quick Bites,North Indian
3.5,Frazer Town,Quick Bites,South Indian
3.5,Vasanth Nagar,Quick Bites,Kerala
3.5,Vasanth Nagar,Quick Bites,"Street Food, North Indian"
0.0,Vasanth Nagar,Quick Bites,"Juices, Fast Food"
0.0,Vasanth Nagar,Quick Bites,Biryani
0.0,Vasanth Nagar,Quick Bites,South Indian
0.0,Frazer Town,Quick Bites,Biryani
0.0,City Market,Quick Bites,South Indian
0.0,Vasanth Nagar,Quick Bites,Biryani
0.0,Vasanth Nagar,Quick Bites,"Biryani, Fast Food"
3.7,Electronic City,Casual Dining,"Continental, American, South Indian, Italian, North Indian, Chinese"
4.7,Electronic City,Casual Dining,"BBQ, North Indian, Continental, Chinese"
4.4,Electronic City,"Pub, Casual Dining","Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese"
4.3,Electronic City,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab"
4.5,Electronic City,"Casual Dining, Cafe","Pizza, Cafe, Italian"
4.2,Electronic City,Casual Dining,"Continental, North Indian, South Indian, Chinese"
4.1,Electronic City,Fine Dining,"North Indian, Asian, Continental"
3.9,Electronic City,Fine Dining,"North Indian, Continental, South Indian"
3.8,Electronic City,Casual Dining,"Chinese, Continental, North Indian"
4.0,Electronic City,Casual Dining,"Continental, South Indian, North Indian, Asian"
0.0,Electronic City,Casual Dining,"North Indian, Chinese, South Indian"
3.9,Electronic City,Casual Dining,"Seafood, North Indian, Chinese, Biryani"
3.7,Electronic City,Fine Dining,"North Indian, South Indian, Asian, Italian, Continental"
3.2,Electronic City,Casual Dining,"North Indian, Chinese, Continental, Mangalorean"
0.0,Electronic City,Casual Dining,"Continental, Chinese, Italian"
2.5,Electronic City,Casual Dining,"North Indian, Chinese, Continental"
3.5,Electronic City,Casual Dining,"North Indian, Chinese, Thai, Continental"
3.1,Electronic City,Casual Dining,"Continental, Mughlai"
3.7,Electronic City,"Casual Dining, Bar","Chinese, Continental, North Indian, Pizza, South Indian"
2.8,Electronic City,Casual Dining,"North Indian, Chinese, Continental"
2.8,Electronic City,Casual Dining,"Charcoal Chicken, Chinese, North Indian, Juices, Desserts, Seafood, South Indian"
3.5,Electronic City,Casual Dining,"North Indian, Chinese, Mangalorean, Andhra"
4.1,Electronic City,Cafe,"Cafe, Sandwich, Pizza, North Indian, Mexican"
3.9,Electronic City,Quick Bites,"Cafe, Burger, Beverages"
3.2,Electronic City,Cafe,"Cafe, Beverages"
0.0,Electronic City,Cafe,"Cafe, Beverages"
3.8,Electronic City,Cafe,"Cafe, Continental, Thai, Chinese"
3.1,Electronic City,Cafe,Cafe
3.3,Electronic City,"Cafe, Dessert Parlor","Cafe, Beverages, Fast Food"
3.8,Electronic City,"Bakery, Quick Bites","Bakery, Fast Food, Pizza, Burger, Cafe"
3.0,Electronic City,Cafe,"Cafe, Fast Food, Continental"
3.2,Electronic City,Cafe,"Fast Food, Juices, Cafe, Desserts"
3.7,Electronic City,"Cafe, Bakery","Cafe, Bakery, Desserts"
3.7,Electronic City,Cafe,"Cafe, Fast Food"
4.0,Electronic City,"Cafe, Dessert Parlor","Cafe, Desserts"
3.9,Electronic City,Cafe,"Cafe, Continental, Beverages"
3.9,Electronic City,Cafe,"Cafe, Mughlai"
3.3,Electronic City,Cafe,"Cafe, Fast Food, Chinese"
0.0,Electronic City,Quick Bites,Cafe
0.0,Electronic City,Quick Bites,"Bakery, Fast Food, Cafe"
0.0,Electronic City,Quick Bites,"Bakery, Cafe, Sandwich"
3.4,Electronic City,Cafe,Cafe
0.0,Electronic City,Cafe,Cafe
0.0,Electronic City,Cafe,"Cafe, Fast Food"
2.8,Electronic City,Cafe,"Cafe, Beverages"
0.0,Electronic City,"Takeaway, Delivery","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts"
4.0,Electronic City,Beverage Shop,"Beverages, Sandwich, Fast Food"
3.8,Electronic City,Casual Dining,"North Indian, Chinese"
0.0,Electronic City,Quick Bites,Arabian
3.0,South Bangalore,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger"
0.0,Electronic City,"Takeaway, Delivery","Arabian, Middle Eastern"
0.0,Electronic City,"Takeaway, Delivery",South Indian
0.0,Electronic City,"Takeaway, Delivery","North Indian, Charcoal Chicken"
3.9,Electronic City,"Takeaway, Delivery","Italian, North Indian, Biryani"
0.0,Electronic City,Quick Bites,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages"
0.0,Electronic City,"Takeaway, Delivery","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls"
3.7,Electronic City,"Beverage Shop, Quick Bites","Beverages, Fast Food"
0.0,Electronic City,"Takeaway, Delivery","Italian, Chinese, Continental, North Indian"
3.9,Electronic City,Quick Bites,"North Indian, South Indian, Chinese, Street Food"
0.0,Electronic City,"Takeaway, Delivery","Fast Food, Sandwich"
3.4,Electronic City,Quick Bites,"North Indian, Biryani, Rolls, Beverages"
3.8,Electronic City,Quick Bites,"North Indian, Chinese, Fast Food"
3.0,Electronic City,Quick Bites,"Biryani, Andhra, North Indian"
0.0,Electronic City,"Takeaway, Delivery","Chinese, Thai, Momos"
3.2,Electronic City,"Takeaway, Delivery","Sandwich, Salad, North Indian, Chinese"
4.0,Electronic City,Quick Bites,"North Indian, Chinese"
4.2,Electronic City,"Takeaway, Delivery","North Indian, Mughlai, Fast Food"
3.6,Electronic City,Casual Dining,"North Indian, Chinese, Mughlai"
4.1,Electronic City,Quick Bites,"Fast Food, Burger"
3.1,Electronic City,Casual Dining,"Arabian, Seafood, North Indian, Chinese, BBQ, Biryani, Beverages"
3.8,Electronic City,Quick Bites,"Chinese, North Indian"
3.6,Electronic City,Quick Bites,"Andhra, Biryani"
0.0,Electronic City,"Takeaway, Delivery","Seafood, BBQ, Biryani"
3.8,Electronic City,Quick Bites,"Burger, Fast Food, Beverages"
0.0,Electronic City,"Takeaway, Delivery","Desserts, Ice Cream"
3.5,Electronic City,Casual Dining,"Andhra, Biryani"
3.5,Electronic City,Quick Bites,"Biryani, South Indian, North Indian, Chinese"
4.0,Electronic City,Delivery,"Fast Food, North Indian"
3.7,Electronic City,Quick Bites,"Biryani, Andhra, North Indian"
3.5,Electronic City,Beverage Shop,"Beverages, Desserts"
4.0,Electronic City,Casual Dining,"Biryani, North Indian, Kebab"
3.6,Electronic City,Casual Dining,"Biryani, Mughlai, North Indian"
4.0,Electronic City,Quick Bites,Chettinad
3.6,Electronic City,Quick Bites,"North Indian, Chinese"
4.0,Hosur Road,Delivery,"North Indian, Biryani, Fast Food"
3.7,Electronic City,Quick Bites,"North Indian, Chinese"
4.1,Electronic City,Delivery,Biryani
3.9,Electronic City,Quick Bites,"Salad, Fast Food"
3.8,Electronic City,Quick Bites,"South Indian, North Indian, Chinese, Street Food"
4.0,Electronic City,Quick Bites,"Hyderabadi, Andhra, Chinese, Biryani"
3.9,Electronic City,Quick Bites,"Burger, Fast Food"
3.8,Electronic City,Casual Dining,"Biryani, Chinese, Andhra"
3.4,Electronic City,Quick Bites,"North Indian, Chinese"
3.2,Electronic City,Quick Bites,"North Indian, Fast Food, Biryani"
3.7,Electronic City,Quick Bites,"South Indian, North Indian, Chinese"
3.7,Electronic City,Casual Dining,"Biryani, North Indian, Chinese"
3.4,Electronic City,Quick Bites,"Andhra, Biryani, Chinese"
3.8,Electronic City,Casual Dining,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices"
3.8,Electronic City,Quick Bites,South Indian
3.6,Electronic City,Quick Bites,"North Indian, Chinese, Biryani"
3.6,Electronic City,Quick Bites,"Chinese, North Indian"
3.4,Electronic City,Food Court,"Andhra, Biryani"
3.8,Electronic City,Quick Bites,"Hyderabadi, Chinese, Biryani, Arabian"
3.6,Electronic City,Quick Bites,"South Indian, North Indian, Chinese"
2.7,Electronic City,"Takeaway, Delivery","Biryani, Fast Food"
4.0,Electronic City,Quick Bites,"Bengali, Chinese, North Indian, Seafood"
3.7,Electronic City,Quick Bites,"Chinese, North Indian, Arabian, Biryani"
3.2,Electronic City,Quick Bites,"Pizza, Fast Food"
3.8,Electronic City,Quick Bites,"Pizza, Fast Food"
3.5,Electronic City,Quick Bites,North Indian
3.4,Electronic City,Quick Bites,"Chinese, North Indian, Fast Food"
3.8,Electronic City,Quick Bites,"North Indian, Chinese, Arabian"
2.7,Electronic City,Quick Bites,"Kerala, South Indian, North Indian, Chinese, Beverages"
3.0,Electronic City,Casual Dining,"Biryani, South Indian, Chinese"
2.9,Electronic City,Quick Bites,Street Food
4.1,Electronic City,"Beverage Shop, Dessert Parlor","Beverages, Desserts"
2.9,Electronic City,Casual Dining,North Indian
3.9,Electronic City,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food"
3.6,Electronic City,Beverage Shop,"Beverages, Juices"
4.0,Electronic City,Delivery,"Fast Food, Beverages"
3.7,Electronic City,Quick Bites,"Chinese, Fast Food, Italian"
3.4,Electronic City,Casual Dining,"Arabian, Kerala, Biryani, South Indian, Chinese, BBQ"
4.2,Electronic City,Casual Dining,"North Indian, Continental, Mediterranean, Chinese"
4.0,Electronic City,Quick Bites,"South Indian, North Indian, Chinese, Juices"
3.7,Electronic City,Casual Dining,"Andhra, Biryani, Chinese, North Indian"
3.3,Electronic City,Quick Bites,"Andhra, North Indian, South Indian"
4.1,Electronic City,Delivery,"Mexican, Italian"
3.3,Electronic City,Casual Dining,"North Indian, Chinese, Fast Food, Beverages"
0.0,Electronic City,Quick Bites,"Biryani, Andhra, North Indian"
3.8,Electronic City,Quick Bites,"Chinese, Fast Food, North Indian, Rolls"
3.7,Electronic City,Quick Bites,"Kebab, North Indian, Chinese"
3.8,Electronic City,Bakery,"Bakery, Desserts"
3.5,Electronic City,Takeaway,"South Indian, North Indian"
4.0,Electronic City,"Quick Bites, Sweet Shop","North Indian, Street Food, Mithai"
3.9,Electronic City,Quick Bites,Andhra
4.3,Electronic City,Casual Dining,"North Indian, Chinese, Japanese, European, Seafood"
3.6,Electronic City,Delivery,"North Indian, BBQ, Biryani, Kebab"
4.0,Hosur Road,Delivery,Pizza
4.0,Electronic City,Quick Bites,"Chinese, North Indian, Rolls"
3.5,Electronic City,Quick Bites,"Biryani, Kebab"
0.0,Electronic City,"Takeaway, Delivery",Bakery
3.6,Electronic City,Casual Dining,"North Indian, Chinese, Arabian, Mughlai"
0.0,Electronic City,"Takeaway, Delivery","Chinese, Thai"
3.8,Electronic City,Quick Bites,"Chinese, North Indian"
3.1,Electronic City,Quick Bites,"Pizza, Desserts"
